<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.05.11	06:00:28	4681.33	4682.58	4679.31	4679.31	295	368	103821
2026.05.11	06:01:14	4679.31	4680.68	4677.41	4677.41	156	156	46145
2026.05.11	06:01:49	4677.41	4678.18	4674.91	4678.18	149	165	34226
2026.05.11	06:02:48	4678.18	4681.06	4677.79	4681.06	264	233	59056
2026.05.11	06:03:50	4681.06	4683.54	4680.27	4683.54	188	179	61764
2026.05.11	06:08:01	4683.54	4685.33	4682.06	4682.06	487	622	251282
2026.05.11	06:08:53	4682.06	4684.87	4681.60	4684.87	132	119	52387
2026.05.11	06:12:26	4684.87	4688.14	4684.87	4688.14	498	427	212786
2026.05.11	06:15:10	4688.14	4689.81	4686.54	4686.54	341	381	163471
2026.05.11	06:16:51	4686.54	4687.44	4684.17	4684.17	194	285	100655
2026.05.11	06:18:20	4684.17	4686.98	4683.71	4686.98	206	248	89452
2026.05.11	06:20:34	4686.98	4689.60	4686.33	4686.33	268	349	134011
2026.05.11	06:22:04	4686.33	4687.04	4683.77	4683.77	200	285	89395
2026.05.11	06:24:29	4683.77	4687.04	4683.77	4687.04	317	330	144581
2026.05.11	06:27:06	4687.04	4689.53	4686.26	4689.53	341	338	157097
2026.05.11	06:32:38	4689.53	4690.42	4687.15	4687.15	596	655	332074
2026.05.11	06:36:44	4687.15	4688.75	4685.48	4685.48	440	549	245376
2026.05.11	06:38:05	4685.48	4686.21	4682.94	4682.94	135	226	80815
2026.05.11	06:40:45	4682.94	4685.36	4682.09	4685.36	311	390	160359
2026.05.11	06:44:34	4685.36	4687.01	4683.74	4687.01	335	473	228833
2026.05.11	06:49:27	4687.01	4687.98	4684.71	4684.71	368	499	292850
2026.05.11	06:49:46	4684.71	4684.71	4681.44	4681.44	26	78	18175
2026.05.11	06:53:31	4681.44	4682.62	4679.35	4679.35	382	582	225157
2026.05.11	07:01:56	4679.35	4679.92	4676.65	4676.65	754	1224	504655
2026.05.11	07:03:09	4676.65	4677.52	4674.25	4674.25	154	219	73169
2026.05.11	07:04:05	4674.25	4676.49	4673.22	4676.49	157	216	55773
2026.05.11	07:06:59	4676.49	4678.10	4674.83	4678.10	285	364	174235
2026.05.11	07:11:08	4678.10	4679.26	4675.99	4675.99	448	523	248815
2026.05.11	07:15:04	4675.99	4677.94	4674.67	4677.94	368	504	235243
2026.05.11	07:17:12	4677.94	4678.72	4675.45	4675.45	185	260	128709
2026.05.11	07:20:07	4675.45	4676.09	4672.82	4672.82	306	430	174065
2026.05.11	07:21:00	4672.82	4674.39	4671.12	4674.39	112	143	53062
2026.05.11	07:21:11	4674.39	4675.03	4671.76	4671.76	33	38	11210
2026.05.11	07:23:37	4671.76	4673.48	4670.21	4673.48	288	309	145583
2026.05.11	07:29:21	4673.48	4676.01	4672.74	4672.74	511	625	343740
2026.05.11	07:30:41	4672.74	4673.47	4670.20	4670.20	137	200	80117
2026.05.11	07:34:06	4670.20	4671.61	4668.34	4671.61	429	549	204736
2026.05.11	07:38:10	4671.61	4674.26	4670.99	4674.26	414	535	243463
2026.05.11	07:39:47	4674.26	4674.60	4671.33	4671.33	142	219	97477
2026.05.11	07:48:26	4671.33	4674.49	4671.22	4674.49	648	737	518145
2026.05.11	07:54:42	4674.49	4676.18	4672.91	4672.91	470	578	375912
2026.05.11	07:58:57	4672.91	4675.68	4672.41	4672.41	307	397	255578
2026.05.11	08:01:14	4672.41	4674.90	4671.63	4674.90	229	258	136540
2026.05.11	08:07:41	4674.90	4676.04	4672.77	4672.77	466	604	387246
2026.05.11	08:15:04	4672.77	4673.88	4670.61	4673.88	742	978	442413
2026.05.11	08:24:51	4673.88	4675.15	4671.88	4675.15	805	1103	586592
2026.05.11	08:28:20	4675.15	4675.29	4672.02	4672.02	267	390	209166
2026.05.11	08:30:14	4672.02	4674.00	4670.73	4674.00	218	306	113390
2026.05.11	08:30:53	4674.00	4675.54	4672.27	4672.27	108	167	38720
2026.05.11	08:31:44	4672.27	4674.30	4671.03	4674.30	194	163	51032
2026.05.11	08:33:31	4674.30	4675.84	4672.57	4675.84	274	326	106780
2026.05.11	08:34:24	4675.84	4679.11	4675.84	4679.11	148	173	53142
2026.05.11	08:35:22	4679.11	4680.65	4677.38	4680.65	139	183	57811
2026.05.11	08:35:57	4680.65	4680.80	4677.53	4677.53	62	140	35359
2026.05.11	08:36:41	4677.53	4677.90	4674.63	4674.63	105	176	43904
2026.05.11	08:38:13	4674.63	4676.42	4673.15	4673.15	163	241	91313
2026.05.11	08:42:06	4673.15	4674.89	4671.62	4671.62	421	592	233134
2026.05.11	08:43:05	4671.62	4671.62	4668.35	4668.35	166	202	58431
2026.05.11	08:43:13	4668.35	4668.35	4665.08	4665.08	39	58	8717
2026.05.11	08:43:21	4665.08	4665.49	4662.22	4662.22	25	51	7309
2026.05.11	08:43:29	4662.22	4665.43	4662.16	4665.43	46	45	8211
2026.05.11	08:44:40	4665.43	4666.09	4662.82	4662.82	242	261	71181
2026.05.11	08:46:12	4662.82	4663.92	4660.65	4660.65	325	375	91633
2026.05.11	08:47:07	4660.65	4662.93	4659.66	4659.66	180	231	54728
2026.05.11	08:49:02	4659.66	4661.92	4658.65	4661.92	345	406	115063
2026.05.11	08:49:47	4661.92	4664.00	4660.73	4660.73	121	147	44560
2026.05.11	08:50:39	4660.73	4661.82	4658.55	4658.55	140	192	52283
2026.05.11	08:51:57	4658.55	4659.99	4656.72	4656.72	264	317	78104
2026.05.11	08:52:07	4656.72	4657.93	4654.66	4654.66	53	62	9523
2026.05.11	08:53:10	4654.66	4655.90	4652.63	4655.90	275	279	63516
2026.05.11	08:53:52	4655.90	4658.44	4655.17	4658.44	158	162	41639
2026.05.11	08:54:31	4658.44	4658.71	4655.44	4655.44	107	174	38694
2026.05.11	08:55:08	4655.44	4656.46	4653.19	4653.19	90	167	36652
2026.05.11	08:55:29	4653.19	4653.92	4650.65	4650.65	67	106	21191
2026.05.11	08:55:57	4650.65	4651.71	4648.44	4648.44	127	157	28154
2026.05.11	08:57:14	4648.44	4651.15	4647.88	4651.15	340	351	76681
2026.05.11	08:57:43	4651.15	4654.42	4651.15	4654.42	155	144	28991
2026.05.11	08:59:52	4654.42	4655.08	4651.81	4651.81	381	489	128633
2026.05.11	09:00:06	4651.81	4653.83	4650.56	4650.56	54	81	14656
2026.05.11	09:00:44	4650.56	4652.43	4649.16	4652.43	155	170	37335
2026.05.11	09:01:47	4652.43	4654.82	4651.55	4654.82	206	224	63079
2026.05.11	09:03:33	4654.82	4656.68	4653.41	4656.68	295	306	105864
2026.05.11	09:04:15	4656.68	4659.57	4656.30	4659.57	132	130	41575
2026.05.11	09:08:08	4659.57	4660.51	4657.24	4660.51	634	806	233125
2026.05.11	09:08:34	4660.51	4663.78	4660.51	4663.78	95	73	25848
2026.05.11	09:12:26	4663.78	4665.16	4661.89	4665.16	640	745	231799
2026.05.11	09:15:23	4665.16	4667.75	4664.48	4667.75	443	527	176930
2026.05.11	09:18:07	4667.75	4669.70	4666.43	4669.70	413	433	164570
2026.05.11	09:21:52	4669.70	4670.75	4667.48	4667.48	576	696	224171
2026.05.11	09:24:27	4667.48	4668.13	4664.86	4668.13	464	565	155458
2026.05.11	09:25:26	4668.13	4668.17	4664.90	4664.90	120	178	58426
2026.05.11	09:26:07	4664.90	4667.92	4664.65	4667.92	142	138	40872
2026.05.11	09:28:29	4667.92	4668.74	4665.47	4665.47	404	469	142388
2026.05.11	09:30:00	4665.47	4667.85	4664.58	4667.85	308	315	90963
2026.05.11	09:30:42	4667.85	4670.61	4667.34	4670.61	135	117	41361
2026.05.11	09:35:20	4670.61	4672.13	4668.86	4668.86	676	830	277647
2026.05.11	09:36:11	4668.86	4671.96	4668.69	4671.96	108	119	51042
2026.05.11	09:38:25	4671.96	4673.76	4670.49	4673.76	260	317	133976
2026.05.11	09:41:02	4673.76	4674.28	4671.01	4671.01	325	444	157150
2026.05.11	09:43:32	4671.01	4673.43	4670.16	4673.43	293	423	149359
2026.05.11	09:48:54	4673.43	4676.16	4672.89	4676.16	801	795	321869
2026.05.11	09:49:59	4676.16	4676.95	4673.68	4673.68	177	202	65678
2026.05.11	09:51:31	4673.68	4674.74	4671.47	4674.74	228	265	91284
2026.05.11	09:52:44	4674.74	4677.40	4674.13	4677.40	189	192	73020
2026.05.11	09:56:04	4677.40	4680.30	4677.03	4677.03	509	599	199809
2026.05.11	10:00:00	4677.03	4679.37	4676.10	4679.37	561	647	235955
2026.05.11	10:05:44	4679.37	4680.21	4676.94	4676.94	880	989	343600
2026.05.11	10:09:05	4676.94	4678.09	4674.82	4674.82	449	525	201694
2026.05.11	10:15:53	4674.82	4677.03	4673.76	4673.76	929	933	407868
2026.05.11	10:23:22	4673.76	4675.42	4672.15	4675.42	879	869	449000
2026.05.11	10:32:14	4675.42	4678.15	4674.88	4674.88	1064	1076	531999
2026.05.11	10:37:56	4674.88	4675.69	4672.42	4675.69	651	668	340879
2026.05.11	10:42:38	4675.69	4676.53	4673.26	4673.26	541	587	282451
2026.05.11	10:47:01	4673.26	4674.24	4670.97	4670.97	459	521	262469
2026.05.11	10:47:35	4670.97	4670.97	4667.70	4667.70	84	131	33850
2026.05.11	10:52:44	4667.70	4669.00	4665.73	4665.73	600	649	308782
2026.05.11	10:53:20	4665.73	4667.43	4664.16	4667.43	88	99	36199
2026.05.11	10:54:14	4667.43	4670.59	4667.32	4670.59	143	141	53374
2026.05.11	10:57:42	4670.59	4670.83	4667.56	4667.56	303	417	208386
2026.05.11	11:02:47	4667.56	4668.39	4665.12	4665.12	562	641	304270
2026.05.11	11:04:40	4665.12	4667.65	4664.38	4667.65	233	262	113740
2026.05.11	11:05:39	4667.65	4670.65	4667.38	4670.65	158	107	58867
2026.05.11	11:08:03	4670.65	4671.14	4667.87	4667.87	293	341	143050
2026.05.11	11:08:51	4667.87	4669.10	4665.83	4665.83	113	133	48379
2026.05.11	11:10:32	4665.83	4667.56	4664.29	4667.56	244	276	101206
2026.05.11	11:11:46	4667.56	4670.82	4667.55	4670.82	206	194	73988
2026.05.11	11:15:20	4670.82	4673.93	4670.66	4673.93	529	609	213981
2026.05.11	11:21:44	4673.93	4675.75	4672.48	4675.75	772	877	383118
2026.05.11	11:26:41	4675.75	4678.72	4675.45	4675.45	597	723	297187
2026.05.11	11:29:31	4675.45	4676.38	4673.11	4673.11	342	463	169694
2026.05.11	11:30:02	4673.11	4673.16	4669.89	4669.89	75	104	30833
2026.05.11	11:31:30	4669.89	4673.07	4669.80	4673.07	254	222	88304
2026.05.11	11:34:34	4673.07	4675.39	4672.12	4672.12	364	454	183414
2026.05.11	11:38:50	4672.12	4673.25	4669.98	4673.25	548	456	256165
2026.05.11	11:39:39	4673.25	4673.30	4670.03	4670.03	95	98	48176
2026.05.11	11:53:24	4670.03	4671.53	4668.26	4668.26	1648	1578	824811
2026.05.11	12:00:24	4668.26	4668.96	4665.69	4665.69	782	880	420443
2026.05.11	12:02:21	4665.69	4668.38	4665.11	4668.38	329	308	116483
2026.05.11	12:09:27	4668.38	4670.08	4666.81	4666.81	754	853	426712
2026.05.11	12:17:08	4666.81	4668.60	4665.33	4665.33	788	855	459957
2026.05.11	12:23:27	4665.33	4666.45	4663.18	4663.18	713	765	379427
2026.05.11	12:24:48	4663.18	4664.02	4660.75	4660.75	162	181	80373
2026.05.11	12:28:59	4660.75	4661.53	4658.26	4658.26	501	537	251860
2026.05.11	12:30:12	4658.26	4659.20	4655.93	4655.93	225	196	72288
2026.05.11	12:31:11	4655.93	4658.80	4655.53	4655.53	175	169	59075
2026.05.11	12:32:24	4655.53	4656.64	4653.37	4653.37	202	199	73347
2026.05.11	12:33:26	4653.37	4655.48	4652.21	4652.21	208	196	61251
2026.05.11	12:34:40	4652.21	4653.92	4650.65	4653.92	256	221	74161
2026.05.11	12:35:37	4653.92	4656.13	4652.86	4656.13	148	159	56600
2026.05.11	12:36:58	4656.13	4659.40	4656.13	4659.40	216	201	80951
2026.05.11	12:41:55	4659.40	4660.42	4657.15	4660.42	578	576	297572
2026.05.11	12:44:23	4660.42	4662.52	4659.25	4662.52	319	311	147557
2026.05.11	12:48:49	4662.52	4664.74	4661.47	4661.47	520	533	266172
2026.05.11	12:51:29	4661.47	4663.34	4660.07	4660.07	271	279	159675
2026.05.11	12:54:56	4660.07	4661.99	4658.72	4661.99	378	368	206796
2026.05.11	12:56:00	4661.99	4662.18	4658.91	4658.91	122	119	63597
2026.05.11	12:58:57	4658.91	4659.56	4656.29	4656.29	355	385	175992
2026.05.11	13:01:14	4656.29	4659.47	4656.20	4659.47	333	312	137429
2026.05.11	13:04:50	4659.47	4661.35	4658.08	4658.08	382	387	215894
2026.05.11	13:07:02	4658.08	4659.99	4656.72	4656.72	243	264	131664
2026.05.11	13:08:09	4656.72	4659.85	4656.58	4659.85	178	135	66802
2026.05.11	13:11:02	4659.85	4662.56	4659.29	4662.56	375	371	173023
2026.05.11	13:22:15	4662.56	4663.59	4660.32	4663.59	1076	1272	672453
2026.05.11	13:24:40	4663.59	4664.85	4661.58	4664.85	271	247	144954
2026.05.11	13:30:05	4664.85	4665.99	4662.72	4662.72	515	627	324641
2026.05.11	13:31:14	4662.72	4665.63	4662.36	4665.63	168	123	68576
2026.05.11	13:38:37	4665.63	4666.76	4663.49	4663.49	702	805	443123
2026.05.11	13:39:25	4663.49	4663.80	4660.53	4660.53	87	130	47242
2026.05.11	13:44:47	4660.53	4663.46	4660.19	4663.46	625	638	321906
2026.05.11	13:46:48	4663.46	4664.76	4661.49	4661.49	222	280	120389
2026.05.11	13:49:08	4661.49	4664.53	4661.26	4664.53	285	280	140051
2026.05.11	13:52:59	4664.53	4667.26	4663.99	4667.26	483	450	230697
2026.05.11	13:56:27	4667.26	4667.45	4664.18	4664.18	358	408	208365
2026.05.11	14:02:08	4664.18	4666.99	4663.72	4666.99	722	763	341123
2026.05.11	14:03:21	4666.99	4670.02	4666.75	4670.02	223	194	72965
2026.05.11	14:08:25	4670.02	4672.30	4669.03	4669.03	872	749	303185
2026.05.11	14:21:32	4669.03	4670.16	4666.89	4670.16	1770	1737	786880
2026.05.11	14:28:53	4670.16	4670.85	4667.58	4670.85	883	787	441485
2026.05.11	14:36:23	4670.85	4673.49	4670.22	4673.49	1142	988	449925
2026.05.11	14:38:20	4673.49	4675.07	4671.80	4675.07	323	246	116119
2026.05.11	14:45:12	4675.07	4677.33	4674.06	4674.06	967	939	411637
2026.05.11	14:50:54	4674.06	4675.06	4671.79	4671.79	671	678	342506
2026.05.11	14:57:22	4671.79	4673.59	4670.32	4673.59	1023	904	387064
2026.05.11	15:01:40	4673.59	4675.76	4672.49	4675.76	697	577	258163
2026.05.11	15:03:56	4675.76	4675.91	4672.64	4672.64	348	368	136119
2026.05.11	15:05:30	4672.64	4672.86	4669.59	4669.59	226	238	93697
2026.05.11	15:10:37	4669.59	4671.69	4668.42	4668.42	820	715	306633
2026.05.11	15:15:42	4668.42	4670.72	4667.45	4670.72	783	683	305111
2026.05.11	15:18:18	4670.72	4671.24	4667.97	4671.24	396	310	155103
2026.05.11	15:19:42	4671.24	4674.14	4670.87	4670.87	278	256	84274
2026.05.11	15:20:42	4670.87	4674.13	4670.86	4674.13	200	147	59721
2026.05.11	15:21:12	4674.13	4677.40	4674.13	4677.40	132	83	29846
2026.05.11	15:21:28	4677.40	4680.13	4676.86	4676.86	99	75	16327
2026.05.11	15:21:49	4676.86	4679.73	4676.46	4679.73	117	82	20278
2026.05.11	15:22:05	4679.73	4682.46	4679.19	4682.46	104	81	16390
2026.05.11	15:22:36	4682.46	4684.74	4681.47	4684.74	170	137	30557
2026.05.11	15:23:06	4684.74	4687.10	4683.83	4687.10	181	124	30108
2026.05.11	15:23:44	4687.10	4689.92	4686.65	4689.92	229	159	37636
2026.05.11	15:23:51	4689.92	4692.70	4689.43	4692.70	50	36	7458
2026.05.11	15:24:22	4692.70	4694.62	4691.35	4694.62	179	146	31119
2026.05.11	15:24:52	4694.62	4695.22	4691.95	4691.95	150	168	29702
2026.05.11	15:25:18	4691.95	4692.76	4689.49	4689.49	134	118	26073
2026.05.11	15:25:23	4689.49	4689.49	4686.22	4686.22	16	32	4388
2026.05.11	15:25:30	4686.22	4688.83	4685.56	4688.83	53	25	7286
2026.05.11	15:26:22	4688.83	4689.56	4686.29	4686.29	191	245	51681
2026.05.11	15:26:47	4686.29	4689.26	4685.99	4689.26	113	66	25203
2026.05.11	15:27:21	4689.26	4691.19	4687.92	4691.19	135	108	33942
2026.05.11	15:28:35	4691.19	4692.52	4689.25	4689.25	287	238	73347
2026.05.11	15:29:21	4689.25	4690.59	4687.32	4690.59	202	151	45928
2026.05.11	15:31:04	4690.59	4692.32	4689.05	4692.32	446	389	102707
2026.05.11	15:31:34	4692.32	4695.59	4692.32	4695.59	148	97	30152
2026.05.11	15:33:09	4695.59	4696.56	4693.29	4693.29	453	396	95057
2026.05.11	15:34:17	4693.29	4694.37	4691.10	4694.37	261	210	67707
2026.05.11	15:35:10	4694.37	4695.39	4692.12	4695.39	212	154	53338
2026.05.11	15:36:57	4695.39	4698.30	4695.03	4698.30	442	375	106431
2026.05.11	15:41:14	4698.30	4698.49	4695.22	4695.22	966	815	257477
2026.05.11	15:42:34	4695.22	4695.22	4691.95	4691.95	262	264	79590
2026.05.11	15:46:58	4691.95	4694.74	4691.47	4694.74	897	740	264057
2026.05.11	15:47:47	4694.74	4695.93	4692.66	4692.66	159	112	48774
2026.05.11	15:47:49	4692.66	4693.00	4689.73	4689.73	8	13	1674
2026.05.11	15:48:37	4689.73	4690.80	4687.53	4690.80	255	187	47921
2026.05.11	15:49:01	4690.80	4691.97	4688.70	4688.70	113	103	23776
2026.05.11	15:50:00	4688.70	4689.54	4686.27	4689.54	250	175	58920
2026.05.11	15:51:38	4689.54	4692.81	4689.54	4692.81	336	221	97640
2026.05.11	15:53:28	4692.81	4693.10	4689.83	4693.10	377	291	110300
2026.05.11	15:56:09	4693.10	4694.93	4691.66	4694.93	562	435	160830
2026.05.11	15:56:33	4694.93	4698.20	4694.93	4698.20	112	52	23359
2026.05.11	15:57:35	4698.20	4700.75	4697.48	4700.75	247	202	62618
2026.05.11	16:00:31	4700.75	4701.23	4697.96	4701.23	770	647	175885
2026.05.11	16:00:57	4701.23	4704.28	4701.01	4704.28	156	93	25558
2026.05.11	16:02:36	4704.28	4706.47	4703.20	4706.47	516	392	98524
2026.05.11	16:04:53	4706.47	4708.65	4705.38	4708.65	528	495	137055
2026.05.11	16:05:50	4708.65	4711.67	4708.40	4711.67	236	235	56665
2026.05.11	16:06:26	4711.67	4714.48	4711.21	4714.48	178	104	36185
2026.05.11	16:09:01	4714.48	4715.55	4712.28	4715.55	694	627	154407
2026.05.11	16:10:50	4715.55	4717.98	4714.71	4714.71	529	464	109138
2026.05.11	16:11:10	4714.71	4715.55	4712.28	4715.55	114	100	19857
2026.05.11	16:11:50	4715.55	4718.13	4714.86	4714.86	196	168	39986
2026.05.11	16:12:33	4714.86	4717.05	4713.78	4717.05	206	152	42798
2026.05.11	16:13:21	4717.05	4719.69	4716.42	4719.69	235	167	48019
2026.05.11	16:16:06	4719.69	4722.57	4719.30	4722.57	687	654	165349
2026.05.11	16:16:35	4722.57	4725.13	4721.86	4725.13	144	109	28290
2026.05.11	16:16:49	4725.13	4727.78	4724.51	4727.78	92	51	14577
2026.05.11	16:18:04	4727.78	4727.80	4724.53	4724.53	343	367	74680
2026.05.11	16:18:47	4724.53	4727.80	4724.53	4727.80	212	163	43192
2026.05.11	16:19:19	4727.80	4730.65	4727.38	4730.65	148	117	31777
2026.05.11	16:19:53	4730.65	4730.88	4727.61	4727.61	135	154	33399
2026.05.11	16:20:28	4727.61	4730.20	4726.93	4730.20	188	145	34904
2026.05.11	16:21:31	4730.20	4733.18	4729.91	4729.91	366	349	63716
2026.05.11	16:22:22	4729.91	4729.93	4726.66	4726.66	238	254	50747
2026.05.11	16:22:34	4726.66	4729.64	4726.37	4729.64	65	41	11611
2026.05.11	16:23:34	4729.64	4730.89	4727.62	4730.89	257	243	60158
2026.05.11	16:23:48	4730.89	4733.92	4730.65	4733.92	76	59	13673
2026.05.11	16:24:52	4733.92	4735.57	4732.30	4732.30	267	259	64044
2026.05.11	16:25:26	4732.30	4734.22	4730.95	4734.22	143	140	33862
2026.05.11	16:28:02	4734.22	4734.24	4730.97	4730.97	603	606	155849
2026.05.11	16:29:20	4730.97	4730.97	4727.70	4727.70	289	353	78054
2026.05.11	16:30:09	4727.70	4730.86	4727.59	4730.86	186	185	48778
2026.05.11	16:30:38	4730.86	4732.61	4729.34	4732.61	141	149	29082
2026.05.11	16:30:53	4732.61	4733.64	4730.37	4733.64	72	76	14397
2026.05.11	16:31:13	4733.64	4736.06	4732.79	4736.06	105	95	20732
2026.05.11	16:31:32	4736.06	4737.02	4733.75	4733.75	85	108	18593
2026.05.11	16:33:17	4733.75	4736.29	4733.02	4736.29	533	494	104295
2026.05.11	16:35:49	4736.29	4736.54	4733.27	4736.54	689	689	152023
2026.05.11	16:35:57	4736.54	4738.41	4735.14	4735.14	37	55	8525
2026.05.11	16:36:38	4735.14	4737.70	4734.43	4737.70	176	190	40228
2026.05.11	16:37:14	4737.70	4739.02	4735.75	4735.75	160	139	36279
2026.05.11	16:37:55	4735.75	4738.65	4735.38	4738.65	193	141	41140
2026.05.11	16:39:24	4738.65	4740.06	4736.79	4736.79	392	365	88873
2026.05.11	16:41:01	4736.79	4738.18	4734.91	4738.18	413	484	96340
2026.05.11	16:41:08	4738.18	4741.45	4738.18	4741.45	46	26	6904
2026.05.11	16:42:00	4741.45	4742.61	4739.34	4742.61	267	230	52408
2026.05.11	16:42:29	4742.61	4744.38	4741.11	4744.38	140	115	29032
2026.05.11	16:45:47	4744.38	4746.01	4742.74	4746.01	923	833	197277
2026.05.11	16:46:30	4746.01	4748.65	4745.38	4745.38	205	190	43704
2026.05.11	16:47:06	4745.38	4747.31	4744.04	4744.04	100	93	35265
2026.05.11	16:47:55	4744.04	4744.93	4741.66	4741.66	209	200	48732
2026.05.11	16:48:37	4741.66	4741.66	4738.39	4738.39	177	211	42468
2026.05.11	16:49:18	4738.39	4740.38	4737.11	4737.11	159	142	40428
2026.05.11	16:49:38	4737.11	4739.60	4736.33	4739.60	104	92	20450
2026.05.11	16:50:27	4739.60	4739.68	4736.41	4736.41	196	217	49158
2026.05.11	16:51:23	4736.41	4737.97	4734.70	4737.97	264	216	55735
2026.05.11	16:52:19	4737.97	4738.70	4735.43	4735.43	192	220	55231
2026.05.11	16:53:12	4735.43	4738.15	4734.88	4738.15	234	171	53758
2026.05.11	16:53:35	4738.15	4741.29	4738.02	4741.29	101	86	22730
2026.05.11	16:54:28	4741.29	4742.47	4739.20	4739.20	241	224	52198
2026.05.11	16:55:35	4739.20	4742.37	4739.10	4742.37	261	221	67210
2026.05.11	16:56:26	4742.37	4744.37	4741.10	4744.37	210	181	51239
2026.05.11	16:58:02	4744.37	4744.88	4741.61	4741.61	374	368	95930
2026.05.11	16:59:01	4741.61	4742.69	4739.42	4739.42	195	245	58680
2026.05.11	16:59:54	4739.42	4739.78	4736.51	4736.51	178	205	53013
2026.05.11	17:00:29	4736.51	4738.59	4735.32	4735.32	120	131	34592
2026.05.11	17:01:16	4735.32	4735.60	4732.33	4735.60	200	242	46874
2026.05.11	17:01:27	4735.60	4735.99	4732.72	4732.72	43	72	11280
2026.05.11	17:02:51	4732.72	4733.92	4730.65	4730.65	340	363	83496
2026.05.11	17:03:56	4730.65	4732.22	4728.95	4728.95	286	320	65109
2026.05.11	17:04:50	4728.95	4731.50	4728.23	4731.50	224	240	54247
2026.05.11	17:05:36	4731.50	4731.64	4728.37	4728.37	161	207	45688
2026.05.11	17:06:25	4728.37	4728.52	4725.25	4725.25	197	202	48376
2026.05.11	17:06:54	4725.25	4725.52	4722.25	4722.25	132	131	29416
2026.05.11	17:07:41	4722.25	4723.22	4719.95	4719.95	193	228	47313
2026.05.11	17:08:08	4719.95	4721.86	4718.59	4721.86	118	141	26960
2026.05.11	17:08:30	4721.86	4724.53	4721.26	4724.53	109	97	21014
2026.05.11	17:10:05	4724.53	4727.12	4723.85	4723.85	325	323	95070
2026.05.11	17:10:41	4723.85	4724.70	4721.43	4724.70	158	136	35983
2026.05.11	17:11:42	4724.70	4726.84	4723.57	4726.84	251	251	60954
2026.05.11	17:13:30	4726.84	4729.95	4726.68	4729.95	447	376	107746
2026.05.11	17:15:59	4729.95	4732.52	4729.25	4729.25	574	429	148607
2026.05.11	17:17:26	4729.25	4729.73	4726.46	4726.46	387	319	87263
2026.05.11	17:18:10	4726.46	4728.68	4725.41	4728.68	194	140	43816
2026.05.11	17:19:00	4728.68	4730.95	4727.68	4730.95	198	133	50249
2026.05.11	17:22:15	4730.95	4732.72	4729.45	4732.72	720	517	194587
2026.05.11	17:25:20	4732.72	4733.98	4730.71	4730.71	614	529	185023
2026.05.11	17:26:12	4730.71	4730.90	4727.63	4727.63	245	194	52077
2026.05.11	17:27:35	4727.63	4729.86	4726.59	4726.59	343	251	83167
2026.05.11	17:30:02	4726.59	4727.67	4724.40	4724.40	652	519	146219
2026.05.11	17:31:06	4724.40	4727.52	4724.25	4727.52	302	222	63872
2026.05.11	17:31:39	4727.52	4727.93	4724.66	4724.66	84	72	33411
2026.05.11	17:31:43	4724.66	4724.66	4721.39	4721.39	18	24	3502
2026.05.11	17:32:02	4721.39	4723.42	4720.15	4720.15	128	95	18930
2026.05.11	17:32:10	4720.15	4720.15	4716.88	4716.88	45	53	8318
2026.05.11	17:32:18	4716.88	4718.62	4715.35	4718.62	54	38	7851
2026.05.11	17:33:20	4718.62	4721.37	4718.10	4718.10	328	252	61302
2026.05.11	17:34:52	4718.10	4719.46	4716.19	4719.46	418	335	92010
2026.05.11	17:35:51	4719.46	4722.73	4719.46	4722.73	289	177	58862
2026.05.11	17:36:27	4722.73	4725.00	4721.73	4721.73	173	152	36593
2026.05.11	17:36:36	4721.73	4721.73	4718.46	4718.46	49	45	8186
2026.05.11	17:36:54	4718.46	4721.14	4717.87	4721.14	112	78	18539
2026.05.11	17:37:20	4721.14	4723.80	4720.53	4723.80	117	101	25360
2026.05.11	17:37:50	4723.80	4726.87	4723.60	4726.87	123	118	30336
2026.05.11	17:38:54	4726.87	4728.80	4725.53	4725.53	270	236	63554
2026.05.11	17:40:19	4725.53	4728.50	4725.23	4728.50	333	241	85478
2026.05.11	17:41:56	4728.50	4730.90	4727.63	4730.90	372	288	96583
2026.05.11	17:43:23	4730.90	4733.50	4730.23	4733.50	307	284	86795
2026.05.11	17:46:18	4733.50	4734.08	4730.81	4730.81	566	476	175408
2026.05.11	17:47:45	4730.81	4730.81	4727.54	4727.54	381	290	86678
2026.05.11	17:55:34	4727.54	4730.49	4727.22	4727.22	1958	1426	469004
2026.05.11	17:57:08	4727.22	4727.58	4724.31	4724.31	296	271	93517
2026.05.11	18:00:14	4724.31	4726.77	4723.50	4723.50	580	504	185872
2026.05.11	18:01:48	4723.50	4726.11	4722.84	4726.11	360	271	94245
2026.05.11	18:04:37	4726.11	4728.33	4725.06	4725.06	556	527	168422
2026.05.11	18:06:01	4725.06	4728.03	4724.76	4728.03	252	208	83846
2026.05.11	18:08:12	4728.03	4730.42	4727.15	4727.15	403	396	130938
2026.05.11	18:10:28	4727.15	4730.11	4726.84	4730.11	408	343	135878
2026.05.11	18:13:45	4730.11	4731.85	4728.58	4728.58	571	540	197505
2026.05.11	18:15:44	4728.58	4730.51	4727.24	4730.51	451	401	118336
2026.05.11	18:17:16	4730.51	4733.47	4730.20	4733.47	298	242	92586
2026.05.11	18:20:00	4733.47	4734.75	4731.48	4731.48	465	427	163937
