<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.08.03	09:03:27.013			179315	7.00000000	88
2026.08.03	09:03:27.022			179320	9.00000000	88
2026.08.03	09:03:27.023			179325	8.00000000	88
2026.08.03	09:03:27.026			179320	2.00000000	88
2026.08.03	09:03:27.030			179325	1.00000000	88
2026.08.03	09:03:27.034			179325	5.00000000	88
2026.08.03	09:03:27.035			179330	7.00000000	120
2026.08.03	09:03:27.039			179330	2.00000000	120
2026.08.03	09:03:27.044			179325	1.00000000	88
2026.08.03	09:03:27.048			179330	2.00000000	120
2026.08.03	09:03:27.050			179330	2.00000000	120
2026.08.03	09:03:27.051			179335	5.00000000	56
2026.08.03	09:03:27.055			179330	1.00000000	120
2026.08.03	09:03:27.058			179335	5.00000000	56
2026.08.03	09:03:27.064			179330	4.00000000	120
2026.08.03	09:03:27.066			179335	18.00000000	56
2026.08.03	09:03:27.066			179340	8.00000000	56
2026.08.03	09:03:27.066			179330	4.00000000	120
2026.08.03	09:03:27.068			179325	6.00000000	88
2026.08.03	09:03:27.075			179330	1.00000000	120
2026.08.03	09:03:27.087			179325	5.00000000	88
2026.08.03	09:03:27.099			179330	2.00000000	120
2026.08.03	09:03:27.099			179335	8.00000000	56
2026.08.03	09:03:27.099			179330	22.00000000	120
2026.08.03	09:03:27.101			179335	10.00000000	56
2026.08.03	09:03:27.102			179340	15.00000000	56
2026.08.03	09:03:27.108			179335	3.00000000	56
2026.08.03	09:03:27.117			179340	2.00000000	56
2026.08.03	09:03:27.121			179335	6.00000000	56
2026.08.03	09:03:27.121			179335	7.00000000	56
2026.08.03	09:03:27.127			179335	4.00000000	56
2026.08.03	09:03:27.127			179340	5.00000000	56
2026.08.03	09:03:27.128			179335	4.00000000	56
2026.08.03	09:03:27.129			179340	2.00000000	56
2026.08.03	09:03:27.135			179340	2.00000000	56
2026.08.03	09:03:27.142			179340	1.00000000	56
2026.08.03	09:03:27.142			179340	10.00000000	56
2026.08.03	09:03:27.145			179335	1.00000000	56
2026.08.03	09:03:27.147			179340	17.00000000	56
2026.08.03	09:03:27.167			179345	1.00000000	56
2026.08.03	09:03:27.167			179340	11.00000000	56
2026.08.03	09:03:27.167	179335				2
2026.08.03	09:03:27.167		179340			4
2026.08.03	09:03:27.174			179335	5.00000000	88
2026.08.03	09:03:27.175			179330	1.00000000	88
2026.08.03	09:03:27.175			179335	1.00000000	88
2026.08.03	09:03:27.175			179340	2.00000000	56
2026.08.03	09:03:27.176			179335	2.00000000	88
2026.08.03	09:03:27.179			179340	1.00000000	56
2026.08.03	09:03:27.180			179335	1.00000000	88
2026.08.03	09:03:27.180			179340	3.00000000	56
2026.08.03	09:03:27.180			179345	2.00000000	56
2026.08.03	09:03:27.181			179340	13.00000000	56
2026.08.03	09:03:27.195			179340	1.00000000	56
2026.08.03	09:03:27.206			179335	1.00000000	88
2026.08.03	09:03:27.210			179340	59.00000000	56
2026.08.03	09:03:27.226			179335	7.00000000	88
2026.08.03	09:03:27.227			179340	9.00000000	56
2026.08.03	09:03:27.234			179345	3.00000000	56
2026.08.03	09:03:27.236			179345	6.00000000	56
2026.08.03	09:03:27.238			179345	2.00000000	56
2026.08.03	09:03:27.241			179345	2.00000000	56
2026.08.03	09:03:27.242			179340	12.00000000	56
2026.08.03	09:03:27.245			179340	13.00000000	56
2026.08.03	09:03:27.250			179340	2.00000000	56
2026.08.03	09:03:27.254			179345	1.00000000	56
2026.08.03	09:03:27.255			179340	2.00000000	56
2026.08.03	09:03:27.255			179345	5.00000000	56
2026.08.03	09:03:27.256			179340	1.00000000	56
2026.08.03	09:03:27.258			179345	15.00000000	56
2026.08.03	09:03:27.273			179340	1.00000000	56
2026.08.03	09:03:27.279			179345	8.00000000	56
2026.08.03	09:03:27.287			179345	3.00000000	56
2026.08.03	09:03:27.290			179340	3.00000000	56
2026.08.03	09:03:27.292			179345	9.00000000	56
2026.08.03	09:03:27.294			179340	3.00000000	56
2026.08.03	09:03:27.297			179345	3.00000000	56
2026.08.03	09:03:27.299			179350	2.00000000	56
2026.08.03	09:03:27.305			179345	2.00000000	56
2026.08.03	09:03:27.305			179350	3.00000000	56
2026.08.03	09:03:27.316			179340	8.00000000	56
2026.08.03	09:03:27.318			179345	1.00000000	56
2026.08.03	09:03:27.319			179340	10.00000000	56
2026.08.03	09:03:27.323			179340	1.00000000	56
2026.08.03	09:03:27.329			179345	1.00000000	56
2026.08.03	09:03:27.337			179335	1.00000000	88
2026.08.03	09:03:27.337			179340	14.00000000	56
2026.08.03	09:03:27.344			179335	1.00000000	88
2026.08.03	09:03:27.345			179340	12.00000000	56
2026.08.03	09:03:27.345			179345	8.00000000	56
2026.08.03	09:03:27.347			179340	5.00000000	56
2026.08.03	09:03:27.351			179335	1.00000000	88
2026.08.03	09:03:27.353			179340	8.00000000	56
2026.08.03	09:03:27.367			179340	2.00000000	56
2026.08.03	09:03:27.368			179340	4.00000000	56
2026.08.03	09:03:27.368			179345	1.00000000	56
2026.08.03	09:03:27.373			179345	7.00000000	56
2026.08.03	09:03:27.373			179350	5.00000000	56
2026.08.03	09:03:27.383			179340	7.00000000	56
2026.08.03	09:03:27.386			179335	9.00000000	88
2026.08.03	09:03:27.386			179340	2.00000000	56
2026.08.03	09:03:27.388			179335	8.00000000	88
2026.08.03	09:03:27.390			179340	5.00000000	56
2026.08.03	09:03:27.397			179335	2.00000000	88
2026.08.03	09:03:27.398			179340	3.00000000	56
2026.08.03	09:03:27.404			179335	4.00000000	88
2026.08.03	09:03:27.411			179340	1.00000000	56
2026.08.03	09:03:27.413			179335	1.00000000	88
2026.08.03	09:03:27.414			179340	8.00000000	56
2026.08.03	09:03:27.414			179345	7.00000000	56
2026.08.03	09:03:27.419			179335	1.00000000	88
2026.08.03	09:03:27.419			179340	1.00000000	56
2026.08.03	09:03:27.421			179335	5.00000000	88
2026.08.03	09:03:27.426			179340	15.00000000	56
2026.08.03	09:03:27.430			179345	5.00000000	56
2026.08.03	09:03:27.431			179340	37.00000000	56
2026.08.03	09:03:27.432			179335	21.00000000	88
2026.08.03	09:03:27.435			179340	6.00000000	56
2026.08.03	09:03:27.436			179340	1.00000000	56
2026.08.03	09:03:27.436			179345	2.00000000	56
2026.08.03	09:03:27.437			179340	20.00000000	56
2026.08.03	09:03:27.438			179335	7.00000000	88
2026.08.03	09:03:27.439			179340	13.00000000	56
2026.08.03	09:03:27.441			179340	9.00000000	56
2026.08.03	09:03:27.442			179345	1.00000000	56
2026.08.03	09:03:27.444			179340	1.00000000	56
2026.08.03	09:03:27.444			179345	9.00000000	56
2026.08.03	09:03:27.449			179340	12.00000000	56
2026.08.03	09:03:27.465			179335	6.00000000	88
2026.08.03	09:03:27.472			179340	3.00000000	56
2026.08.03	09:03:27.473			179340	2.00000000	56
2026.08.03	09:03:27.473			179345	18.00000000	56
2026.08.03	09:03:27.474			179340	5.00000000	56
2026.08.03	09:03:27.485			179340	1.00000000	56
2026.08.03	09:03:27.486			179340	1.00000000	56
2026.08.03	09:03:27.490			179340	15.00000000	56
2026.08.03	09:03:27.493			179340	1.00000000	56
2026.08.03	09:03:27.494			179335	1.00000000	88
2026.08.03	09:03:27.508			179340	3.00000000	56
2026.08.03	09:03:27.516			179335	1.00000000	88
2026.08.03	09:03:27.518			179340	3.00000000	56
2026.08.03	09:03:27.523			179340	8.00000000	56
2026.08.03	09:03:27.528			179335	23.00000000	88
2026.08.03	09:03:27.530			179340	1.00000000	56
2026.08.03	09:03:27.530			179335	11.00000000	88
2026.08.03	09:03:27.532			179330	6.00000000	88
2026.08.03	09:03:27.532			179325	11.00000000	88
2026.08.03	09:03:27.536			179325	18.00000000	88
2026.08.03	09:03:27.549			179320	47.00000000	88
2026.08.03	09:03:27.550			179325	4.00000000	88
2026.08.03	09:03:27.555			179320	4.00000000	88
2026.08.03	09:03:27.555			179325	7.00000000	88
2026.08.03	09:03:27.562			179330	2.00000000	88
2026.08.03	09:03:27.571			179325	2.00000000	88
2026.08.03	09:03:27.579			179330	22.00000000	88
2026.08.03	09:03:27.583			179335	3.00000000	88
2026.08.03	09:03:27.591			179330	5.00000000	88
2026.08.03	09:03:27.598			179325	17.00000000	88
2026.08.03	09:03:27.609			179330	8.00000000	88
2026.08.03	09:03:27.627			179325	6.00000000	88
2026.08.03	09:03:27.627			179330	3.00000000	88
2026.08.03	09:03:27.628			179325	1.00000000	88
2026.08.03	09:03:27.628			179330	3.00000000	88
2026.08.03	09:03:27.636			179330	6.00000000	88
2026.08.03	09:03:27.641			179330	1.00000000	88
2026.08.03	09:03:27.645			179330	2.00000000	88
2026.08.03	09:03:27.645			179335	5.00000000	88
2026.08.03	09:03:27.650			179330	10.00000000	88
2026.08.03	09:03:27.656			179330	49.00000000	88
2026.08.03	09:03:27.671			179335	2.00000000	88
2026.08.03	09:03:27.672			179330	1.00000000	88
2026.08.03	09:03:27.683			179325	2.00000000	88
2026.08.03	09:03:27.686			179330	10.00000000	88
2026.08.03	09:03:27.695			179325	20.00000000	88
2026.08.03	09:03:27.706			179330	6.00000000	88
2026.08.03	09:03:27.716			179330	1.00000000	88
2026.08.03	09:03:27.719			179330	3.00000000	88
2026.08.03	09:03:27.730			179330	4.00000000	88
2026.08.03	09:03:27.730			179335	45.00000000	88
2026.08.03	09:03:27.730			179340	1.00000000	56
2026.08.03	09:03:27.731			179330	9.00000000	88
2026.08.03	09:03:27.732			179335	1.00000000	88
2026.08.03	09:03:27.732			179330	17.00000000	88
2026.08.03	09:03:27.732			179325	55.00000000	88
2026.08.03	09:03:27.732			179320	43.00000000	88
2026.08.03	09:03:27.733			179325	10.00000000	88
2026.08.03	09:03:27.733			179320	51.00000000	88
2026.08.03	09:03:27.733			179325	12.00000000	88
2026.08.03	09:03:27.738			179330	2.00000000	88
2026.08.03	09:03:27.742			179325	8.00000000	88
2026.08.03	09:03:27.747			179320	1.00000000	88
2026.08.03	09:03:27.749			179315	5.00000000	88
2026.08.03	09:03:27.762			179320	11.00000000	88
2026.08.03	09:03:27.764			179320	2.00000000	88
2026.08.03	09:03:27.778			179320	7.00000000	88
2026.08.03	09:03:27.778			179325	13.00000000	88
2026.08.03	09:03:27.778			179320	7.00000000	88
2026.08.03	09:03:27.781			179315	2.00000000	88
2026.08.03	09:03:27.781			179320	11.00000000	88
2026.08.03	09:03:27.788			179315	2.00000000	88
2026.08.03	09:03:27.792			179320	2.00000000	88
2026.08.03	09:03:27.799			179315	1.00000000	88
2026.08.03	09:03:27.801			179320	2.00000000	88
2026.08.03	09:03:27.802			179320	16.00000000	88
2026.08.03	09:03:27.830			179315	3.00000000	88
2026.08.03	09:03:27.841			179315	1.00000000	88
2026.08.03	09:03:27.841			179320	2.00000000	88
2026.08.03	09:03:27.843			179320	1.00000000	88
2026.08.03	09:03:27.844			179315	6.00000000	88
2026.08.03	09:03:27.857	179310				2
2026.08.03	09:03:27.857		179315			4
2026.08.03	09:03:27.874			179310	7.00000000	88
2026.08.03	09:03:27.878			179315	5.00000000	56
2026.08.03	09:03:27.879			179310	1.00000000	88
2026.08.03	09:03:27.880			179315	3.00000000	56
2026.08.03	09:03:27.887			179310	3.00000000	88
2026.08.03	09:03:27.892			179315	8.00000000	56
2026.08.03	09:03:27.896			179315	1.00000000	56
2026.08.03	09:03:27.899			179315	1.00000000	56
2026.08.03	09:03:27.903			179310	1.00000000	88
2026.08.03	09:03:27.904			179310	1.00000000	88
2026.08.03	09:03:27.908			179315	26.00000000	56
2026.08.03	09:03:27.942			179315	15.00000000	56
2026.08.03	09:03:27.942			179320	10.00000000	56
2026.08.03	09:03:27.944			179315	8.00000000	56
2026.08.03	09:03:27.957			179310	1.00000000	88
2026.08.03	09:03:27.957			179315	1.00000000	56
2026.08.03	09:03:27.958			179315	2.00000000	56
2026.08.03	09:03:27.967			179315	15.00000000	56
2026.08.03	09:03:27.979			179315	1.00000000	56
2026.08.03	09:03:27.980			179310	1.00000000	88
2026.08.03	09:03:27.990			179315	7.00000000	56
2026.08.03	09:03:27.993			179310	1.00000000	88
2026.08.03	09:03:27.995			179315	1.00000000	56
2026.08.03	09:03:27.996			179310	8.00000000	88
2026.08.03	09:03:28.015			179310	2.00000000	88
2026.08.03	09:03:28.016			179315	6.00000000	56
2026.08.03	09:03:28.016			179310	5.00000000	88
2026.08.03	09:03:28.016			179315	16.00000000	56
2026.08.03	09:03:28.017			179320	19.00000000	56
2026.08.03	09:03:28.032			179315	3.00000000	56
2026.08.03	09:03:28.032			179310	1.00000000	88
2026.08.03	09:03:28.033			179315	4.00000000	56
2026.08.03	09:03:28.044			179320	2.00000000	56
2026.08.03	09:03:28.044			179325	8.00000000	56
2026.08.03	09:03:28.045			179315	8.00000000	56
2026.08.03	09:03:28.083			179320	11.00000000	56
2026.08.03	09:03:28.087			179325	48.00000000	56
2026.08.03	09:03:28.087			179330	94.00000000	56
2026.08.03	09:03:28.087			179335	91.00000000	56
2026.08.03	09:03:28.087			179340	57.00000000	56
2026.08.03	09:03:28.087			179335	1.00000000	56
2026.08.03	09:03:28.087			179320	1.00000000	56
2026.08.03	09:03:28.088			179330	1.00000000	56
2026.08.03	09:03:28.088			179325	54.00000000	56
2026.08.03	09:03:28.089			179325	3.00000000	56
2026.08.03	09:03:28.090			179320	11.00000000	56
2026.08.03	09:03:28.090			179325	1.00000000	56
2026.08.03	09:03:28.092			179320	1.00000000	56
2026.08.03	09:03:28.092			179315	23.00000000	56
2026.08.03	09:03:28.095			179315	1.00000000	56
2026.08.03	09:03:28.112			179315	2.00000000	56
2026.08.03	09:03:28.114			179320	12.00000000	56
2026.08.03	09:03:28.114			179325	7.00000000	56
2026.08.03	09:03:28.115			179320	1.00000000	56
2026.08.03	09:03:28.116			179315	2.00000000	56
2026.08.03	09:03:28.117			179320	3.00000000	56
2026.08.03	09:03:28.118			179315	3.00000000	56
2026.08.03	09:03:28.124			179325	30.00000000	56
2026.08.03	09:03:28.124			179320	4.00000000	56
2026.08.03	09:03:28.128			179315	6.00000000	56
2026.08.03	09:03:28.129			179320	5.00000000	56
2026.08.03	09:03:28.129			179315	25.00000000	56
2026.08.03	09:03:28.144			179320	16.00000000	56
2026.08.03	09:03:28.144			179320	15.00000000	56
2026.08.03	09:03:28.147			179315	1.00000000	56
2026.08.03	09:03:28.148			179320	1.00000000	56
2026.08.03	09:03:28.148			179315	2.00000000	56
2026.08.03	09:03:28.151			179315	13.00000000	56
2026.08.03	09:03:28.155			179310	6.00000000	88
2026.08.03	09:03:28.165			179310	49.00000000	88
2026.08.03	09:03:28.169			179305	60.00000000	88
2026.08.03	09:03:28.170			179310	8.00000000	88
2026.08.03	09:03:28.179			179315	4.00000000	56
2026.08.03	09:03:28.191			179310	1.00000000	88
2026.08.03	09:03:28.194			179315	2.00000000	56
2026.08.03	09:03:28.196			179310	3.00000000	88
2026.08.03	09:03:28.199			179315	1.00000000	56
2026.08.03	09:03:28.200			179310	2.00000000	88
2026.08.03	09:03:28.225			179315	1.00000000	56
2026.08.03	09:03:28.228			179310	1.00000000	88
2026.08.03	09:03:28.231			179315	11.00000000	56
2026.08.03	09:03:28.232			179320	10.00000000	56
2026.08.03	09:03:28.232			179325	27.00000000	56
2026.08.03	09:03:28.239			179330	3.00000000	56
2026.08.03	09:03:28.243			179325	1.00000000	56
2026.08.03	09:03:28.247			179325	1.00000000	56
2026.08.03	09:03:28.247			179330	6.00000000	56
2026.08.03	09:03:28.247			179335	1.00000000	56
2026.08.03	09:03:28.248			179330	15.00000000	56
2026.08.03	09:03:28.251			179325	5.00000000	56
2026.08.03	09:03:28.261			179330	4.00000000	56
2026.08.03	09:03:28.264			179325	2.00000000	56
2026.08.03	09:03:28.274			179330	3.00000000	56
2026.08.03	09:03:28.274			179335	7.00000000	56
2026.08.03	09:03:28.274			179330	1.00000000	56
2026.08.03	09:03:28.279			179330	2.00000000	56
2026.08.03	09:03:28.280			179325	1.00000000	56
2026.08.03	09:03:28.280			179330	2.00000000	56
2026.08.03	09:03:28.281			179325	1.00000000	56
2026.08.03	09:03:28.283			179325	33.00000000	56
2026.08.03	09:03:28.315			179325	4.00000000	56
2026.08.03	09:03:28.322			179330	5.00000000	56
2026.08.03	09:03:28.328			179325	1.00000000	56
2026.08.03	09:03:28.328			179330	1.00000000	56
2026.08.03	09:03:28.329			179325	5.00000000	56
2026.08.03	09:03:28.331			179330	1.00000000	56
2026.08.03	09:03:28.334			179325	1.00000000	56
2026.08.03	09:03:28.342			179330	10.00000000	56
2026.08.03	09:03:28.342			179335	52.00000000	56
2026.08.03	09:03:28.342			179340	111.00000000	56
2026.08.03	09:03:28.343			179345	27.00000000	56
2026.08.03	09:03:28.344			179335	2.00000000	56
2026.08.03	09:03:28.346			179340	5.00000000	56
2026.08.03	09:03:28.354			179335	7.00000000	56
2026.08.03	09:03:28.372			179335	20.00000000	56
2026.08.03	09:03:28.374			179335	11.00000000	56
2026.08.03	09:03:28.379			179335	4.00000000	56
2026.08.03	09:03:28.385			179335	6.00000000	56
2026.08.03	09:03:28.390			179335	1.00000000	56
2026.08.03	09:03:28.404			179335	25.00000000	56
2026.08.03	09:03:28.416			179340	4.00000000	56
2026.08.03	09:03:28.416			179335	10.00000000	56
2026.08.03	09:03:28.419			179340	2.00000000	56
2026.08.03	09:03:28.420			179345	3.00000000	56
2026.08.03	09:03:28.426			179340	1.00000000	56
2026.08.03	09:03:28.427			179345	3.00000000	56
2026.08.03	09:03:28.434			179340	3.00000000	56
2026.08.03	09:03:28.434			179340	2.00000000	56
2026.08.03	09:03:28.438			179345	5.00000000	56
2026.08.03	09:03:28.439			179345	12.00000000	56
2026.08.03	09:03:28.439			179350	80.00000000	56
2026.08.03	09:03:28.439			179355	7.00000000	56
2026.08.03	09:03:28.439			179355	36.00000000	56
2026.08.03	09:03:28.440			179355	50.00000000	56
2026.08.03	09:03:28.441			179350	1.00000000	56
2026.08.03	09:03:28.441			179355	9.00000000	56
2026.08.03	09:03:28.441			179350	100.00000000	56
2026.08.03	09:03:28.442			179355	1.00000000	56
2026.08.03	09:03:28.442			179360	90.00000000	56
2026.08.03	09:03:28.443			179365	40.00000000	56
2026.08.03	09:03:28.444			179360	1.00000000	56
2026.08.03	09:03:28.444			179365	5.00000000	56
2026.08.03	09:03:28.444			179365	22.00000000	56
2026.08.03	09:03:28.444			179360	12.00000000	56
2026.08.03	09:03:28.445			179360	36.00000000	56
2026.08.03	09:03:28.446			179355	8.00000000	56
2026.08.03	09:03:28.451			179360	19.00000000	56
2026.08.03	09:03:28.459			179355	20.00000000	56
2026.08.03	09:03:28.464			179350	22.00000000	56
2026.08.03	09:03:28.466			179360	2.00000000	56
2026.08.03	09:03:28.467			179355	1.00000000	56
2026.08.03	09:03:28.467			179360	9.00000000	56
2026.08.03	09:03:28.476			179360	8.00000000	56
2026.08.03	09:03:28.491			179360	2.00000000	56
2026.08.03	09:03:28.496			179355	2.00000000	56
2026.08.03	09:03:28.497			179360	3.00000000	56
2026.08.03	09:03:28.506			179360	12.00000000	56
2026.08.03	09:03:28.518			179355	3.00000000	56
2026.08.03	09:03:28.528			179360	4.00000000	56
2026.08.03	09:03:28.528			179355	1.00000000	56
2026.08.03	09:03:28.529			179360	6.00000000	56
2026.08.03	09:03:28.537			179355	1.00000000	56
2026.08.03	09:03:28.539			179360	2.00000000	56
2026.08.03	09:03:28.543			179360	2.00000000	56
2026.08.03	09:03:28.543			179355	4.00000000	56
2026.08.03	09:03:28.544			179360	1.00000000	56
2026.08.03	09:03:28.544			179355	1.00000000	56
2026.08.03	09:03:28.544			179350	2.00000000	56
2026.08.03	09:03:28.554			179360	1.00000000	56
2026.08.03	09:03:28.554			179355	1.00000000	56
2026.08.03	09:03:28.556			179360	1.00000000	56
2026.08.03	09:03:28.559			179355	10.00000000	56
2026.08.03	09:03:28.559			179350	2.00000000	56
2026.08.03	09:03:28.561			179350	6.00000000	56
2026.08.03	09:03:28.565			179355	2.00000000	56
2026.08.03	09:03:28.565			179360	1.00000000	56
2026.08.03	09:03:28.567			179355	1.00000000	56
2026.08.03	09:03:28.572			179360	1.00000000	56
2026.08.03	09:03:28.572	179355				2
2026.08.03	09:03:28.572		179360			4
2026.08.03	09:03:28.574			179360	2.00000000	56
2026.08.03	09:03:28.576			179355	5.00000000	88
2026.08.03	09:03:28.585			179360	5.00000000	56
2026.08.03	09:03:28.590			179355	11.00000000	88
2026.08.03	09:03:28.590			179350	37.00000000	88
2026.08.03	09:03:28.592			179345	30.00000000	88
2026.08.03	09:03:28.612			179345	9.00000000	88
2026.08.03	09:03:28.612			179340	9.00000000	88
2026.08.03	09:03:28.618			179350	5.00000000	88
2026.08.03	09:03:28.622			179345	2.00000000	88
2026.08.03	09:03:28.625			179350	2.00000000	88
2026.08.03	09:03:28.631			179345	1.00000000	88
2026.08.03	09:03:28.633			179350	2.00000000	88
2026.08.03	09:03:28.638			179350	1.00000000	88
2026.08.03	09:03:28.641			179345	50.00000000	88
2026.08.03	09:03:28.645			179350	3.00000000	88
2026.08.03	09:03:28.646			179355	4.00000000	88
2026.08.03	09:03:28.653			179355	4.00000000	88
2026.08.03	09:03:28.653			179355	2.00000000	88
2026.08.03	09:03:28.653			179350	2.00000000	88
2026.08.03	09:03:28.653			179355	4.00000000	88
2026.08.03	09:03:28.654			179360	5.00000000	56
2026.08.03	09:03:28.658			179355	11.00000000	88
2026.08.03	09:03:28.659			179350	10.00000000	88
2026.08.03	09:03:28.660			179345	47.00000000	88
2026.08.03	09:03:28.660			179340	8.00000000	88
2026.08.03	09:03:28.661			179335	3.00000000	88
2026.08.03	09:03:28.664			179340	8.00000000	88
2026.08.03	09:03:28.665			179335	21.00000000	88
2026.08.03	09:03:28.673			179330	48.00000000	88
2026.08.03	09:03:28.682			179325	3.00000000	88
2026.08.03	09:03:28.683			179330	3.00000000	88
2026.08.03	09:03:28.685			179325	1.00000000	88
2026.08.03	09:03:28.685			179330	2.00000000	88
2026.08.03	09:03:28.688			179325	20.00000000	88
2026.08.03	09:03:28.695			179330	2.00000000	88
2026.08.03	09:03:28.702			179325	8.00000000	88
2026.08.03	09:03:28.717			179330	5.00000000	88
2026.08.03	09:03:28.721			179325	12.00000000	88
2026.08.03	09:03:28.722			179320	25.00000000	88
2026.08.03	09:03:28.723			179315	59.00000000	88
2026.08.03	09:03:28.723			179310	24.00000000	88
2026.08.03	09:03:28.723			179315	1.00000000	88
2026.08.03	09:03:28.723			179310	1.00000000	88
2026.08.03	09:03:28.723			179315	1.00000000	88
2026.08.03	09:03:28.723			179310	6.00000000	88
2026.08.03	09:03:28.724			179315	1.00000000	88
2026.08.03	09:03:28.724			179310	30.00000000	88
2026.08.03	09:03:28.725			179315	28.00000000	88
2026.08.03	09:03:28.725			179320	29.00000000	88
2026.08.03	09:03:28.725			179325	26.00000000	88
2026.08.03	09:03:28.725			179325	3.00000000	88
2026.08.03	09:03:28.725			179305	23.00000000	88
2026.08.03	09:03:28.726			179310	26.00000000	88
2026.08.03	09:03:28.728			179305	13.00000000	88
2026.08.03	09:03:28.731			179300	30.00000000	88
2026.08.03	09:03:28.731			179295	11.00000000	88
2026.08.03	09:03:28.731			179300	3.00000000	88
2026.08.03	09:03:28.734			179305	4.00000000	88
2026.08.03	09:03:28.748			179310	4.00000000	88
2026.08.03	09:03:28.748			179315	1.00000000	88
2026.08.03	09:03:28.752			179305	1.00000000	88
2026.08.03	09:03:28.758			179310	1.00000000	88
2026.08.03	09:03:28.759			179305	3.00000000	88
2026.08.03	09:03:28.762			179305	18.00000000	88
2026.08.03	09:03:28.762			179300	2.00000000	88
2026.08.03	09:03:28.762			179305	1.00000000	88
2026.08.03	09:03:28.763			179310	1.00000000	88
2026.08.03	09:03:28.765			179305	1.00000000	88
2026.08.03	09:03:28.772			179310	1.00000000	88
2026.08.03	09:03:28.779			179305	1.00000000	88
2026.08.03	09:03:28.785			179305	1.00000000	88
2026.08.03	09:03:28.791			179310	2.00000000	88
2026.08.03	09:03:28.793			179305	14.00000000	88
2026.08.03	09:03:28.797			179300	2.00000000	88
2026.08.03	09:03:28.798			179305	2.00000000	88
2026.08.03	09:03:28.801			179310	8.00000000	88
2026.08.03	09:03:28.802			179315	25.00000000	88
2026.08.03	09:03:28.802			179320	22.00000000	88
2026.08.03	09:03:28.803			179325	15.00000000	88
2026.08.03	09:03:28.815			179320	2.00000000	88
2026.08.03	09:03:28.822			179320	1.00000000	88
2026.08.03	09:03:28.829			179320	1.00000000	88
2026.08.03	09:03:28.829			179315	1.00000000	88
2026.08.03	09:03:28.832			179325	10.00000000	88
2026.08.03	09:03:28.843			179330	10.00000000	88
2026.08.03	09:03:28.846			179325	1.00000000	88
2026.08.03	09:03:28.848			179330	3.00000000	88
2026.08.03	09:03:28.858			179325	1.00000000	88
2026.08.03	09:03:28.864			179325	2.00000000	88
2026.08.03	09:03:28.871			179320	1.00000000	88
2026.08.03	09:03:28.873			179330	2.00000000	88
2026.08.03	09:03:28.879			179325	1.00000000	88
2026.08.03	09:03:28.881			179330	50.00000000	88
2026.08.03	09:03:28.881			179335	41.00000000	88
2026.08.03	09:03:28.881			179340	9.00000000	88
2026.08.03	09:03:28.881			179325	2.00000000	88
2026.08.03	09:03:28.892			179325	1.00000000	88
2026.08.03	09:03:28.895			179330	2.00000000	88
2026.08.03	09:03:28.895			179335	8.00000000	88
2026.08.03	09:03:28.896			179325	2.00000000	88
2026.08.03	09:03:28.909			179330	3.00000000	88
2026.08.03	09:03:28.909			179325	2.00000000	88
2026.08.03	09:03:28.918			179330	12.00000000	88
2026.08.03	09:03:28.920			179330	12.00000000	88
2026.08.03	09:03:28.920			179335	8.00000000	88
2026.08.03	09:03:28.920			179340	80.00000000	88
2026.08.03	09:03:28.922			179330	3.00000000	88
2026.08.03	09:03:28.923	179325				2
2026.08.03	09:03:28.923		179335			4
2026.08.03	09:03:28.924			179325	1.00000000	88
2026.08.03	09:03:28.925			179330	3.00000000	88
2026.08.03	09:03:28.931			179325	24.00000000	88
2026.08.03	09:03:28.946			179330	4.00000000	88
2026.08.03	09:03:28.953			179325	5.00000000	88
2026.08.03	09:03:28.964			179330	1.00000000	120
2026.08.03	09:03:28.967			179325	4.00000000	88
2026.08.03	09:03:28.972			179320	4.00000000	88
2026.08.03	09:03:28.975			179315	10.00000000	88
2026.08.03	09:03:28.979			179320	1.00000000	88
2026.08.03	09:03:28.988			179320	1.00000000	88
2026.08.03	09:03:28.988			179315	10.00000000	88
2026.08.03	09:03:28.988			179320	2.00000000	88
2026.08.03	09:03:28.995			179315	5.00000000	88
2026.08.03	09:03:28.998			179320	1.00000000	88
2026.08.03	09:03:29.001			179315	17.00000000	88
2026.08.03	09:03:29.012			179320	1.00000000	88
2026.08.03	09:03:29.020			179320	5.00000000	88
2026.08.03	09:03:29.021			179320	1.00000000	88
2026.08.03	09:03:29.026			179315	5.00000000	88
2026.08.03	09:03:29.041			179320	13.00000000	88
2026.08.03	09:03:29.051			179315	2.00000000	88
2026.08.03	09:03:29.051			179320	5.00000000	88
2026.08.03	09:03:29.058			179315	2.00000000	88
2026.08.03	09:03:29.062			179320	8.00000000	88
2026.08.03	09:03:29.066			179315	1.00000000	88
2026.08.03	09:03:29.069			179320	7.00000000	88
2026.08.03	09:03:29.078			179325	9.00000000	88
2026.08.03	09:03:29.078			179330	9.00000000	120
2026.08.03	09:03:29.079			179335	2.00000000	56
2026.08.03	09:03:29.079			179330	4.00000000	120
2026.08.03	09:03:29.080			179335	2.00000000	56
2026.08.03	09:03:29.080			179340	22.00000000	56
2026.08.03	09:03:29.080			179345	11.00000000	56
2026.08.03	09:03:29.080			179340	1.00000000	56
2026.08.03	09:03:29.081			179335	10.00000000	56
2026.08.03	09:03:29.082			179330	22.00000000	120
