sinal_i;dt;lado;tipo;preco_ordem;hora;efic;res_rel;qual_rel;esf_rel;corpo_frac;range_sinal;contra;ativou;entrada;saida_i;motivo;ticks;ticks_bruto;parcial;barras;R;usd;data
30117;2026-08-11 03:43:33;long;1;4411,48;3;0,9678494862306651;0,6036645906668107;-0,7940211120758661;0,623717426371543;0,4536082474225958;387,99999999991996;1;True;4411,48;30119;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-11
30142;2026-08-11 04:20:27;long;1;4417,07;4;0,4815955588649786;0,4508987508885385;0,22723900570475905;0,9362601929951634;0,30927835051540836;388,0000000000109;1;True;4417,07;30147;alvo;388,0;388,0;False;5;1,0;3,88;2026-08-11
30424;2026-08-11 18:06:43;short;1;4395,02;18;0,23108936924909632;0,6809785322014463;-5,286883059137394;2,9468189489383416;0,4536082474225958;387,99999999991996;1;True;4395,02;30426;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-11
30431;2026-08-11 18:19:52;long;1;4386,21;18;0,39449922315339436;0,2594786729859531;0,4044289222040903;0,6577419111546874;0,18814432989702382;388,0000000000109;3;True;4386,21;30434;stop;-388,0;-388,0;False;3;-1,0;-3,88;2026-08-11
30525;2026-08-12 04:02:45;long;1;4382,15;4;0,5739724697974263;0,6753016323632299;-0,25498493219487695;1,1765401093219088;0,4458762886597733;387,99999999991996;1;True;4382,15;30527;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-12
30540;2026-08-12 04:56:54;short;1;4393,5;4;0,25970275181728525;0,5690954773870387;-3,0722536861743173;2,191334028633735;0,38917525773200407;388,0000000000109;3;True;4393,5;30542;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-12
30956;2026-08-13 04:00:33;long;1;4427,77;4;1,6674555919966327;0,22625529340618986;-1,8819867981828677;0,13568894697535475;0,17010309278369726;388,0000000000109;1;True;4427,77;30958;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-13
30991;2026-08-13 04:56:21;short;1;4412,27;4;0,19964877533635403;0,34997809899239885;-0,994649545211343;1,7529689245665578;0,24226804123706025;387,99999999991996;1;True;4412,27;30993;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-13
31232;2026-08-13 18:19:57;long;1;4367,34;18;0,4128489109803426;0,49596388014776205;-0,09167127160573153;1,2013205484060896;0,32216494845359916;388,0000000000109;7;True;4367,34;31234;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-13
31246;2026-08-13 18:50:43;short;1;4367,78;18;0,06634111819196738;0,3329397874854196;-2,5666274832992846;5,018603794437281;0,24226804123723786;388,0000000000109;3;True;4367,78;31249;alvo;388,0;388,0;False;3;1,0;3,88;2026-08-13
31358;2026-08-14 04:22:05;short;1;4322,1;4;0,3876556186384179;0,22841044533531585;-6,658201683153699;0,5892096860031932;0,15979381443299454;387,99999999991996;1;True;4322,1;31360;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-14
31364;2026-08-14 04:30:46;long;1;4318,36;4;0,058594038719988244;0,028887421591164184;0,18886016843158507;0,493009565857248;0,018041237113326544;388,0000000000109;1;True;4318,36;31366;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-14
31374;2026-08-14 04:57:14;short;1;4317,76;4;0,4843117434908449;0,6473332626442891;-0,20320516306810973;1,3366045142296368;0,47680412371118613;388,0000000000109;2;True;4317,76;31378;stop;-388,0;-388,0;False;4;-1,0;-3,88;2026-08-14
31541;2026-08-14 18:17:07;long;1;4391,5;18;0,7283095264554408;0,451287793952986;0,46472340630559617;0,6196373623579076;0,3015463917525876;388,0000000000109;1;True;4391,5;31543;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-14
31620;2026-08-17 03:43:14;long;1;4391,22;3;0,31057700680561934;0,2952286282306748;0,11799111361268547;0,9505810854035611;0,16237113402064213;388,0000000000109;1;True;4391,22;31622;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-17
31892;2026-08-18 03:15:35;long;1;4422,87;3;0,14908644821566736;0,1461122187411465;-0,11000286454876369;0,9800503029610151;0,09793814432992227;388,0000000000109;1;True;4422,87;31894;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-18
31899;2026-08-18 03:27:04;long;1;4429,0;3;1,1922692719514283;0,5554768315146803;-0,23502358246265823;0,4658988070752777;0,3608247422679373;388,0000000000109;1;True;4429,0;31902;alvo;388,0;388,0;False;3;1,0;3,88;2026-08-18
31906;2026-08-18 04:00:33;long;1;4432,99;4;1,8416664951313906;0,2843361259202147;-2,1643298264919886;0,15439067098841325;0,18041237113396866;388,0000000000109;1;True;4432,99;31914;stop;-388,0;-388,0;False;8;-1,0;-3,88;2026-08-18
31920;2026-08-18 04:32:20;short;1;4422,45;4;0,45089542433649676;0,6208372978115172;-2,4236196826447123;1,3768986427952643;0,3737113402061282;388,0000000000109;1;True;4422,45;31922;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-18
32126;2026-08-18 18:07:06;short;1;4373,79;18;0,1628660234255137;0,3917016806723037;-0,7716612808738214;2,405054611353284;0,2912371134020818;388,0000000000109;2;True;4373,79;32128;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-18
32129;2026-08-18 18:12:44;long;1;4368,04;18;0,1303608499974068;0,40353674445566357;-0,4516368450613817;3,0955363091272488;0,29896907216490254;388,0000000000109;3;True;4368,04;32131;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-18
32132;2026-08-18 18:15:17;long;1;4362,97;18;0,32149759008140394;0,3773961048921004;-0,8606886991628419;1,1738691565200934;0,2757731958764403;388,0000000000109;2;True;4362,97;32134;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-18
32144;2026-08-18 18:31:09;long;1;4358,46;18;0,4783039948969965;0,585947082530388;-5,7852650629665945;1,2250516173434274;0,3917525773196891;388,0000000000109;1;True;4358,46;32151;alvo;388,0;388,0;False;7;1,0;3,88;2026-08-18
32243;2026-08-19 03:33:09;short;1;4341,88;3;0,412372008186338;0,4104410441045278;-1,7308504681160417;0,9953174220279819;0,29381443298976684;388,0000000000109;1;True;4341,88;32246;stop;-388,0;-388,0;False;3;-1,0;-3,88;2026-08-19
32259;2026-08-19 04:03:17;short;1;4327,89;4;0,48702314238582817;0,21523786229640474;-3,0438636193330835;0,4419458616319501;0,1417525773193961;388,0000000000109;1;True;4327,89;32261;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-19
32267;2026-08-19 04:09:32;short;1;4338,87;4;0,7699388664521667;0,44195067885857064;-1,001096205965482;0,5740074934715967;0,28350515463926107;388,0000000000109;1;True;4338,87;32269;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-19
32285;2026-08-19 04:46:16;short;1;4353,86;4;0,17237292899607004;0,6716808371484537;0,2185551349184123;3,8966724128924413;0,4072164948453306;388,0000000000109;7;True;4353,86;32295;stop;-388,0;-388,0;False;10;-1,0;-3,88;2026-08-19
32615;2026-08-19 18:01:14;long;1;4486,48;18;0,3088875085182474;0,22906777093194175;-0,4474135354901621;0,7415896228073259;0,16237113402044578;387,99999999991996;1;True;4486,48;32617;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-19
32782;2026-08-20 04:41:43;short;1;4495,65;4;1,1821419336292185;0,6893631436315616;-0,2648492380373181;0,5831475257080102;0,47680412371142056;388,0000000000109;1;True;4495,65;32784;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-20
33055;2026-08-20 18:15:11;short;1;4533,58;18;0,2558293127479066;0,6436153103891183;-0,03516239316239317;2,515799708313077;0,4484536082473538;388,0000000000109;1;True;4533,58;33059;stop;-388,0;-388,0;False;4;-1,0;-3,88;2026-08-20
33655;2026-08-24 03:25:28;long;1;4607,66;3;2,0702690091518705;0,3931264680428309;0,2283019687948194;0,18989149057681326;0,2731958762885208;388,0000000000109;5;True;4607,66;33657;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-24
33662;2026-08-24 03:27:18;short;1;4597,96;3;1,8265633536298147;0,6557515580435888;-2,414476079516493;0,35900838410036795;0,4999999999998828;388,0000000000109;1;True;4597,96;33664;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-24
33670;2026-08-24 03:37:42;short;1;4604,95;3;0,04269863578243401;0,11124026502380352;0,07757076626256228;2,605241666047962;0,08505154639173143;388,0000000000109;1;True;4604,95;33672;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-24
33711;2026-08-24 04:16:57;long;1;4620,71;4;0,6060256618819196;0,4863958255685315;-0,9690734743125674;0,8025993883792049;0,3479381443299809;388,0000000000109;3;True;4620,71;33713;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-24
33748;2026-08-24 04:53:49;long;1;4627,5;4;0,6649891501107663;0,45371088699251344;-1,0316589278176445;0,6822831423895254;0,3118556701030934;388,0000000000109;1;True;4627,5;33750;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-24
34194;2026-08-24 18:58:34;long;1;4643,78;18;0,4941390395167158;0,25093353248686945;-1,221453885383352;0,5078196872125115;0,18041237113396866;388,0000000000109;4;True;4643,78;34195;alvo;388,0;388,0;False;1;1,0;3,88;2026-08-24
34317;2026-08-25 03:00:01;long;1;4680,72;3;0,3807997113888705;0,5740505711218394;-3,3922500437565968;1,5074868860276585;0,43298969072171234;388,0000000000109;1;True;4680,72;34319;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-25
34364;2026-08-25 04:06:38;long;1;4675,02;4;0,10208420899261499;0,08873720136526195;-1,7464621284755513;0,8692549243505566;0,06701030927840489;388,0000000000109;1;True;4675,02;34366;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-25
34372;2026-08-25 04:17:58;short;1;4676,41;4;0,4902198372860452;0,2889180136888072;0,3917993043111626;0,5893641825845216;0,16494845360832716;388,0000000000109;1;True;4676,41;34376;alvo;388,0;388,0;False;4;1,0;3,88;2026-08-25
34388;2026-08-25 04:41:12;long;1;4671,38;4;0,14417823462466914;0,3079002703513479;0,16966042526182165;2,1355530614789875;0,21134020618548605;388,0000000000109;1;True;4671,38;34393;stop;-388,0;-388,0;False;5;-1,0;-3,88;2026-08-25
34395;2026-08-25 04:50:18;short;1;4671,87;4;0,3642382774252529;0,41562583045446133;-0,8513221353733577;1,141082242625513;0,23711340206186776;388,0000000000109;2;True;4671,87;34396;alvo;388,0;388,0;False;1;1,0;3,88;2026-08-25
34741;2026-08-25 18:12:03;long;1;4634,26;18;0,04576892046098155;0,30987668288265074;0,27136396601792967;6,770460822794011;0,2139175257731711;388,0000000000109;1;True;4634,26;34743;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-25
34750;2026-08-25 18:29:59;short;1;4639,58;18;0,4694452578493029;0,4372864812102957;-7,072745098039216;0,9314962157966232;0,2886597938143967;388,0000000000109;1;True;4639,58;34752;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-25
34862;2026-08-26 04:00:11;short;1;4633,04;4;1,4439025320258512;0,092429895294174;-14,447719338407829;0,06401394363128603;0,061855670103034784;388,0000000000109;1;True;4633,04;34864;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-26
35161;2026-08-26 18:03:11;long;1;4596,83;18;1,5385371713405835;0,462065589819008;-0,5824538174596102;0,300327868852459;0,30412371134027266;388,0000000000109;6;True;4596,83;35163;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-26
35189;2026-08-26 18:51:39;short;1;4605,61;18;0,2595568940840664;0,5667938931299827;0,15381149279050044;2,183698087196278;0,3711340206186775;388,0000000000109;8;True;4605,61;35191;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-26
35289;2026-08-27 03:46:51;short;1;4607,37;3;3,045416400940296;0,6195264765783005;-2,453461267414756;0,20342915221281954;0,4046391752576456;388,0000000000109;1;True;4607,37;35292;alvo;388,0;388,0;False;3;1,0;3,88;2026-08-27
35293;2026-08-27 03:55:18;long;1;4604,11;3;0,5218582171699269;0,3564927573387177;-2,951311512023228;0,6831218626239184;0,2654639175257001;388,0000000000109;2;True;4604,11;35295;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-27
35568;2026-08-27 18:28:05;long;1;4592,58;18;0,08918194995901023;0,25581395348830255;-1,1889119529493168;2,8684498780961802;0,18041237113396866;388,0000000000109;2;True;4592,58;35570;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-27
35640;2026-08-28 03:04:39;short;2;4596,48;3;4,563205364310778;1,5598526703500588;-0,48349813792217805;0,34183266932270917;0,9922680412371793;388,0000000000109;2;True;4596,48;35642;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-28
35664;2026-08-28 04:11:12;short;1;4598,3;4;0,5601838296138615;0,27350904623630923;-1,113898736478502;0,48824873510690386;0,2036082474226653;388,0000000000109;2;True;4598,3;35666;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-28
35680;2026-08-28 04:43:02;long;1;4582,23;4;0,35066092700248996;0,502444240757504;0,4699043637017207;1,432849234308721;0,3685567010308445;387,99999999991996;3;True;4582,23;35682;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-28
36148;2026-08-28 18:01:21;short;1;4578,36;18;0,2601259030929373;0,6730692276913579;-0,3345623426808948;2,587474833103741;0,44845360824758823;388,0000000000109;1;True;4578,36;36149;alvo;388,0;388,0;False;1;1,0;3,88;2026-08-28
36201;2026-08-28 18:34:03;short;1;4558,51;18;0,09301885817496283;0,12778952313824635;-0,19767436064854738;1,3738023197175997;0,08247422680404638;388,0000000000109;1;True;4558,51;36203;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-28
36205;2026-08-28 18:36:07;long;2;4559,1;18;5,052831715211311;1,3674242424245007;4,423765896348968;0,2706253284287966;0,9304123711341444;388,0000000000109;2;True;4559,1;36209;stop;-388,0;-388,0;False;4;-1,0;-3,88;2026-08-28
36218;2026-08-28 18:42:27;short;1;4539,2;18;0,30079654424678165;0,3893911995179557;-0,23113546405983687;1,2945334877201535;0,2628865979382495;388,0000000000109;1;True;4539,2;36221;alvo;388,0;388,0;False;3;1,0;3,88;2026-08-28
36240;2026-08-28 18:54:36;long;1;4540,87;18;0,23943723289479474;0,3189550425273427;0,16583350336665986;1,3321029426843023;0,19329896907215952;388,0000000000109;2;True;4540,87;36242;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-28
36246;2026-08-28 18:56:43;long;1;4531,51;18;0,4510655250650029;0,6292134831463186;-0,1506155303030303;1,3949491774075238;0,36082474226817174;388,0000000000109;3;True;4531,51;36248;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-28
36568;2026-08-31 03:00:08;short;1;4456,83;3;0,345371523453702;0,4257597228782705;-0,0;1,232758620689655;0,2680412371133851;388,0000000000109;5;True;4456,83;36570;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-31
36584;2026-08-31 03:26:48;long;1;4457,17;3;1,2097862721454404;0,6180199622335809;-2,800480441808343;0,5108505332413646;0,4072164948453306;388,0000000000109;3;True;4457,17;36586;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-31
36596;2026-08-31 03:46:06;long;1;4467,85;3;0,33313289804016416;0,5675368898978436;0,33541723791243944;1,7036350754809526;0,38659793814431903;388,0000000000109;2;True;4467,85;36598;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-31
36604;2026-08-31 04:00:04;long;2;4455,14;4;41,75271114787461;1,321339950372277;6,600902643455835;0,03164680601680015;0,9149484536082686;388,0000000000109;5;True;4455,14;36606;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-31
36610;2026-08-31 04:01:23;long;1;4441,52;4;0,364183958634367;0,10077412220088156;0,3958390439120663;0,27671213904854236;0,06958762886608993;388,0000000000109;5;True;4441,52;36612;alvo;388,0;388,0;False;2;1,0;3,88;2026-08-31
36679;2026-08-31 04:50:58;long;1;4440,22;4;0,3057180518767827;0,5457219251339168;-1,5364367680113569;1,7850497273018928;0,40463917525787996;388,0000000000109;5;True;4440,22;36682;alvo;388,0;388,0;False;3;1,0;3,88;2026-08-31
36990;2026-08-31 18:07:45;short;1;4430,28;18;1,0008860867003866;0,6691786945972209;0,09949891018583017;0,6685862691960253;0,4355670103093974;388,0000000000109;1;True;4430,28;36992;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-08-31
36998;2026-08-31 18:23:57;short;1;4431,91;18;0,30998451391329973;0,4112284763422692;-0,6874287561461115;1,3266097430186032;0,25257731958774365;388,0000000000109;1;True;4431,91;37004;alvo;388,0;388,0;False;6;1,0;3,88;2026-08-31
37103;2026-09-01 04:04:16;long;1;4451,73;4;1,0622891415714044;0,3673622391601399;0,0;0,345821325648415;0,25257731958756846;387,99999999991996;3;True;4451,73;37105;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-09-01
37495;2026-09-01 18:12:04;short;1;4359,39;18;0,30272278669557817;0,4253048780487141;-1,9477717225926028;1,40493182786536;0,31958762886591413;388,0000000000109;2;True;4359,39;37498;stop;-388,0;-388,0;False;3;-1,0;-3,88;2026-09-01
37500;2026-09-01 18:28:46;long;1;4362,69;18;0,2210716492721368;0,37072004028190475;-0,4901075464891799;1,6769225791840563;0,2448453608247459;387,99999999991996;1;True;4362,69;37504;alvo;388,0;388,0;False;4;1,0;3,88;2026-09-01
37603;2026-09-02 03:05:28;short;1;4326,59;3;0,5532509352779068;0,23704474505725467;0,11915067652772571;0,42845792016272566;0,17268041237114792;388,0000000000109;3;True;4326,59;37605;alvo;388,0;388,0;False;2;1,0;3,88;2026-09-02
37616;2026-09-02 03:19:02;short;1;4330,69;3;0,2283408794204385;0,1487071487074238;-0,10269842378524364;0,6512506612257236;0,10567010309297743;388,0000000000109;4;True;4330,69;37618;alvo;388,0;388,0;False;2;1,0;3,88;2026-09-02
37640;2026-09-02 03:56:06;long;1;4318,28;3;0,6450123641258689;0,5608350210311609;-0,0656445707338451;0,8694949930009691;0,37113402061844314;388,0000000000109;5;True;4318,28;37644;stop;-388,0;-388,0;False;4;-1,0;-3,88;2026-09-02
37649;2026-09-02 04:00:33;short;1;4318,94;4;1,5261350210202715;0,45437476530244425;-0,9185554507478776;0,29772907314496966;0,28350515463926107;388,0000000000109;1;True;4318,94;37652;alvo;388,0;388,0;False;3;1,0;3,88;2026-09-02
37654;2026-09-02 04:02:10;long;1;4310,11;4;0,5920637352511049;0,05362341044868199;-1,6017131804365847;0,09057033433391988;0,03608247422665309;388,0000000000109;5;True;4310,11;37656;alvo;388,0;388,0;False;2;1,0;3,88;2026-09-02
37676;2026-09-02 04:13:09;short;1;4316,96;4;0,4725827097280341;0,21228830248119962;-3,187093275488069;0,44920877998979075;0,12628865979375462;388,0000000000109;3;True;4316,96;37678;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-09-02
37683;2026-09-02 04:18:04;short;1;4322,82;4;0,05935128935139119;0,15304443225477662;-0,4409022024751777;2,578620177038989;0,09278350515478659;388,0000000000109;2;True;4322,82;37687;alvo;388,0;388,0;False;4;1,0;3,88;2026-09-02
37705;2026-09-02 04:49:06;long;1;4307,77;4;0,23804087148942463;0,6665720771852774;0,08532764023277437;2,8002421307506054;0,44845360824758823;388,0000000000109;2;True;4307,77;37707;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-09-02
37712;2026-09-02 04:53:35;short;1;4294,02;4;0,06744301664339235;0,08181289947680367;-0,5359249357647378;1,213067023816456;0,056701030927677976;387,99999999991996;1;True;4294,02;37714;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-09-02
38033;2026-09-02 18:11:53;long;1;4377,41;18;0,06814232087030851;0,2105536107869439;0,1558532595996573;3,0899095906592158;0,14948453608245127;388,0000000000109;1;True;4377,41;38035;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-09-02
38038;2026-09-02 18:23:36;short;1;4367,82;18;1,9385239436617236;0,6695999999999143;-0,49131284054693114;0,34541745134965474;0,4175257731958364;388,0000000000109;1;True;4367,82;38042;stop;-388,0;-388,0;False;4;-1,0;-3,88;2026-09-02
38103;2026-09-03 03:07:52;short;1;4387,11;3;1,0386949199239424;0,5249160134378595;-6,595943562610229;0,5053611059119227;0,32216494845359916;388,0000000000109;1;True;4387,11;38105;stop;-388,0;-388,0;False;2;-1,0;-3,88;2026-09-03
38128;2026-09-03 04:04:07;long;1;4393,24;4;1,9409683155749862;0,5665591893134841;-0,9971399520579848;0,2918951251121523;0,4226804123709721;388,0000000000109;1;True;4393,24;38130;alvo;388,0;388,0;False;2;1,0;3,88;2026-09-03
38511;2026-09-03 18:11:38;long;1;4499,09;18;0,6028271098405339;0,6970509383377553;-0,10263857689272055;1,1563032367972743;0,5025773195875678;388,0000000000109;2;True;4499,09;38514;alvo;388,0;388,0;False;3;1,0;3,88;2026-09-03
38525;2026-09-03 18:31:08;short;1;4506,01;18;0,6315499832662946;0,600839682786312;-0,9838900054231665;0,9513731275533364;0,4329896907214779;388,0000000000109;1;True;4506,01;38527;alvo;388,0;388,0;False;2;1,0;3,88;2026-09-03
38537;2026-09-03 18:58:18;long;1;4489,92;18;0,7924327334612481;0,48752711496741147;-0,6842786532792517;0,6152283902230457;0,3737113402061282;388,0000000000109;1;True;4489,92;38541;alvo;388,0;388,0;False;4;1,0;3,88;2026-09-03
38604;2026-09-04 04:01:04;short;1;4483,63;4;0,2961488467438988;0,33270202020181117;-6,879202474640651;1,1234283835976662;0,2190721649483068;388,0000000000109;1;True;4483,63;38606;alvo;388,0;388,0;False;2;1,0;3,88;2026-09-04
38610;2026-09-04 04:13:39;short;1;4479,29;4;1,3584622213114288;0,5592543275631146;0,13059461446558218;0,4116819141449683;0,3608247422679373;388,0000000000109;2;True;4479,29;38612;alvo;388,0;388,0;False;2;1,0;3,88;2026-09-04
39158;2026-09-04 18:00:20;short;1;4426,18;18;0,32577509121043585;0,4920308483289392;0,16552574514222543;1,510339070125867;0,3402061855669257;388,0000000000109;3;True;4426,18;39161;stop;-388,0;-388,0;False;3;-1,0;-3,88;2026-09-04
39175;2026-09-04 18:27:04;short;1;4442,39;18;0,31781232009201504;0,5549999999998293;0,1376362602051014;1,7463136729222521;0,3814432989689489;388,0000000000109;1;True;4442,39;39178;alvo;388,0;388,0;False;3;1,0;3,88;2026-09-04
